Title	Author	Description	Content	Published At	URL
Elon Musk wins big by betting on Trump	Ana Altchek	Elon Musk will likely benefit from close ties to the president-elect and a lighter regulatory environment.	"Elon Musk invested over $130 million in pro-Trump efforts this year.Angela Weiss/AFP/Getty
Elon Musk used his money, power, and influence to help reelect former President Donald Trump.<… [+4910 chars]"	2024-11-06T10:45:00Z	https://www.businessinsider.com/trump-won-election-what-that-means-for-elon-musk-2024-11
Silicon Valley's Trump boosters celebrate: 'It's time to build'	Melia Russell	Silicon Valley's tech leaders and VCs celebrate Trump's win, highlighting a growing GOP influence in the traditionally liberal tech industry.	"Elon Musk jumps for joy at Trump's rally in Butler, Pennsylvania.Jim Watson/AFP via Getty Images
Tech leaders who openly supported Donald Trump took to X to celebrate his win Wednesday morni… [+4286 chars]"	2024-11-06T14:34:16Z	https://www.businessinsider.com/silicon-valleys-trump-supports-celebrate-2024-11
Elon Musk went all-in on Pennsylvania — and his expensive effort paid off big time	atecotzky@businessinsider.com (Alice Tecotzky,Brent D. Griffiths)	From hosting events to organizing a canvassing effort, Elon Musk poured  millions into Pennsylvania. It likely helped deliver the state to Trump.	Elon Musk, the world's richest man, took a frenzied and controversial gamble on the biggest swing state in the 2024 race, and it paid off. President-elect Donald Trump won Pennsylvania and, with it, … [+7408 chars]	2024-11-07T15:11:26Z	https://www.businessinsider.com/elon-musk-pennsylvania-america-pac-donald-trump-harris-2024-11
Flight logs show Elon Musk's private jets are busy hitting swing states as he campaigns for Trump	Grace Kay,Taylor Rains	Elon Musk's private planes made eight flights to and from Pennsylvania this past week.	"Elon Musk is campaigning for Donald Trump in Pennsylvania.Ryan Collerd/AFP via Getty Images
Elon Musk's private planes made eight flights to Pennsylvania this past week, flight logs show.</l… [+4318 chars]"	2024-10-21T19:53:48Z	https://www.businessinsider.com/elon-musk-private-jet-hits-swing-states-campaigns-donald-trump-2024-10
Kamala Harris' new lead in top Iowa poll could bode well for her in some key swing states	Lloyd Lee,John L. Dorman	A new Iowa poll shows Harris ahead of Trump by three points, a major shift in a state that has voted red in the past two presidential elections.	"A new Des Moines Register/Mediacom poll showed Vice President Kamala Harris with an advantage in GOP-leaning Iowa.ANGELA WEISS/AFP via Getty Images
A new Des Moines Register/Mediacom Iowa po… [+5338 chars]"	2024-11-03T17:29:29Z	https://www.businessinsider.com/harris-trump-iowa-polling-lead-swing-states-2024-11
Trump is retaking power with a much more obedient GOP this time	bmetzger@insider.com (Bryan Metzger)	Over four successive election cycles, Trump has steadily remade the Republican Party in his image.	"This may not be President-elect Donald Trump's first time in the White House, but his second term is bound to look much different than his first term.
The biggest factor in that difference: Trump is… [+4186 chars]"	2024-11-07T22:18:00Z	https://www.businessinsider.com/trump-republican-party-more-compliant-this-time-2024-11
Trump wins North Carolina, a critical victory in the politically competitive Southern battleground	insider@insider.com (John L. Dorman)	North Carolina has 16 electoral votes and was expected by analysts to be a pure toss-up state.	"Former President Donald Trump has won North Carolina, according to the Associated Press and CNN.
The victory in the Tar Heel State is an important win for Trump,who was a frequent presence in the st… [+1907 chars]"	2024-11-06T04:40:52Z	https://www.businessinsider.com/north-carolina-presidential-election-results-2024-11
Elon Musk has spent more than $130 million on Trump and the GOP this year	Bryan Metzger	After pouring an additional $43.6 million into his pro-Trump super PAC, Elon Musk is now the ex-president's second largest financial backer.	"Musk has now spent more than $119 million on Trump, making him the ex-president's second largest financial backer.Anna Moneymaker/Getty Images
Elon Musk's publicly disclosed spending for Tru… [+2540 chars]"	2024-10-25T15:13:02Z	https://www.businessinsider.com/elon-musk-trump-gop-spending-130-million-2024-10
Why JPMorgan says election gridlock will be the best-case scenario for stocks	fdemott@insider.com (Filip De Mott)	An election that results in a divided Congress will help reduce uncertainty and market volatility, JPMorgan says.	"Regardless of the next president, JPMorgan expects stocks to rise if the US election delivers a divided Congress.
""Under either gridlock scenario, we think equities reprice higher as we clear the un… [+1859 chars]"	2024-11-05T16:09:04Z	https://markets.businessinsider.com/news/stocks/us-election-stock-market-outlook-best-case-scenario-congress-gridlock-2024-11
Bernie Sanders says Democrats need to own why they lost the working-class	Katie Balevic	Sen. Bernie Sanders defended his belief that Democrats lost the 2024 election after losing touch with working class voters.	"Sen. Bernie Sanders of Vermont.AP Photo/Josh Reynolds
In response to the election loss, Bernie Sanders is blaming Democrats, not Joe Biden.Democrats didn't get enough support from t… [+2358 chars]"	2024-11-10T20:56:31Z	https://www.businessinsider.com/why-bernie-sanders-says-democrats-lost-working-class-election-2024-11
Bitcoin ETFs see highest daily outflows ever as traders brace for Election Day volatility	kcloonan@insider.com (Kelly Cloonan)	Bitcoin ETFs saw record outflows ahead of the election as the market eyes the potential for uncertainty to spark volatility for the crypto.	"Investors pulled a record amount from bitcoin exchange-traded funds to start the week as they prepared for volatility in the world's largest crypto amid potential election uncertainty. 
Bloomberg da… [+2021 chars]"	2024-11-05T16:15:52Z	https://markets.businessinsider.com/news/stocks/bitcoin-etfs-record-outflows-election-volatility-trump-harris-vote-btc-2024-11
Trump's tariffs will make it hard for automakers — including Tesla — to set up shop in Mexico	Tom Carter	Donald Trump's idea of imposing 200%-plus tariffs on vehicles imported from Mexico could throw the US auto industry into crisis, analysts say.	"A billboard welcoming Tesla to the Mexican state of Nuevo León, which was set to host Tesla's gigafactory.JULIO CESAR AGUILAR/AFP via Getty Images
Tesla's $10 billion Mexico gigafactory is i… [+5774 chars]"	2024-11-11T10:09:00Z	https://www.businessinsider.com/trump-tariffs-threaten-elon-musk-tesla-mexico-factory-limbo-2024-11
The election is still incredibly close with 2 weeks to go, with warning signs for both Trump and Harris in the Sun Belt	John L. Dorman	Harris and Trump are looking to firm up voters in their respective coalitions while also winning crossover support that could secure them victory.	"Vice President Kamala Harris and former President Donald Trump remain locked in a tight race in the swing states.AP Images
Two weeks from Election Day, polling in the battleground states sho… [+6821 chars]"	2024-10-22T18:16:56Z	https://www.businessinsider.com/harris-trump-presidential-election-swing-state-polls-sun-belt-2024-10
What Trump's own words tell us about what a White House win could mean for Ukraine	Chris Panella	Russia's war in Ukraine is a major issue in the 2024 election. If Trump wins the White House, Ukraine's future is more uncertain than ever.	"Trump recently blamed Zelenskyy for allowing the war to start even though it was Russia who invaded.FADEL SENNA/AFP via Getty Images
Trump's comments on the war in Ukraine have raised questi… [+7227 chars]"	2024-10-26T11:47:01Z	https://www.businessinsider.com/how-trump-could-handle-ukraine-war-if-reelected-scenarios-2024-10
Republicans are mobilizing expat votes for Trump in Israel, hoping to tip the scale in battleground states	Joshua Nelken-Zitser	Republicans in Israel are targeting the country's American expat community—the world's fourth-largest—hoping it tips the scale in a close election.	"The Republican Overseas in Israel has been working to get American voters in Israel to cast their ballots for former President Donald Trump.CHANDAN KHANNA/AFP via Getty Images
Republicans in… [+6557 chars]"	2024-10-29T08:47:02Z	https://www.businessinsider.com/american-republicans-in-israel-mobilizing-expat-vote-for-trump-2024-10
RFK Jr. to remain on the ballot in 2 swing states despite attempts to get himself removed, Supreme Court rules	Katherine Tangalakis-Lippert	The Supreme Court on Tuesday rejected RFK Jr.'s last-ditch efforts to remove his name from ballots in swing states.	RFK Jr., who has endorsed Trump, will remain on the presidential ballot despite having dropped out of the race.Leonard Ortiz/MediaNews Group/Orange County Register via Getty Images; Bill Pugliano/Get… [+2196 chars]	2024-10-30T01:26:25Z	https://www.businessinsider.com/supreme-court-rules-rfk-jr-on-ballot-presidential-election-2024-10
Harris' chances are still alive after she won a key vote in Nebraska	bgriffiths@insider.com (Brent D. Griffiths)	"Kamala Harris can still win the White House by sweeping the so-called ""blue wall"" states though she's trailing in some right now."	Vice President Kamala Harris' increasingly perilous path to the White House is still alive thanks to her projected win of Nebraska's 2nd Congressional District, carrying an area that was once reliabl… [+2142 chars]	2024-11-06T05:26:00Z	https://www.businessinsider.com/harris-nebraska-2nd-omaha-results-importance-electoral-college-2024-10
Voters worldwide are angry about higher prices and keep punishing those in power	Theron Mohamed	Incumbent governments have lost ground in Britain, France, Japan, India, and elsewhere this year, setting the stage for Donald Trump's victory.	"Kamala Harris, Rishi Sunak, Emmanuel Macron, and Narendra Modi.Andrew Harnik/Getty Images, Kevin Lamarque-Pool/Getty Images, Michael Campanella/Getty Images,Kay Nietfeld/Getty Images.
Pandem… [+5059 chars]"	2024-11-09T10:13:19Z	https://www.businessinsider.com/trump-harris-election-incumbents-inflation-living-costs-immigration-economy-politics-2024-11
Bill Gates privately said he donated $50 million to a pro-Harris super PAC, The New York Times reports	Thibault Spirlet	Bill Gates has privately said he donated about $50M to a pro-Harris super-PAC, three people briefed on the matter told The New York Times.	"Bill Gates made a donation to a pro-Harris super-PAC, three people briefed on the matter told The New York Times.Sean Gallup/Getty Images
Bill Gates said he donated millions to a pro-Harris … [+2977 chars]"	2024-10-23T11:34:16Z	https://www.businessinsider.com/bill-gates-pro-kamala-harris-super-pac-nyt-2024-10
The Republican senators who could be headaches for Trump's nominees	bmetzger@insider.com (Bryan Metzger)	If Trump nominates a candidate who Democrats uniformly oppose, he will only be able to lose four votes from his own party. Here's who to watch.	"President-elect Donald Trump has begun rolling out nominees for his administration, and some of them particularly those nominated for Cabinet-level positions will have to be confirmed by the Senate.… [+1078 chars]"	2024-11-14T19:37:47Z	https://www.businessinsider.com/which-republican-senators-could-oppose-trump-nominees-2024-11
